Date,Precipitation,State
1933,1.41,Maryland
1934,3.51,Maryland
1935,4.42,Maryland
1936,0.99,Maryland
1937,3.74,Maryland
1938,2.85,Maryland
1939,1.44,Maryland
1940,5.1,Maryland
1941,1.65,Maryland
1942,2.27,Maryland
1943,2.8,Maryland
1944,3.61,Maryland
1945,4.22,Maryland
1946,1.5,Maryland
1947,5.57,Maryland
1948,5.63,Maryland
1949,1.78,Maryland
1950,3.3,Maryland
1951,5.32,Maryland
1952,6.07,Maryland
1953,2.06,Maryland
1954,2.65,Maryland
1955,1.81,Maryland
1956,3.59,Maryland
1957,3.41,Maryland
1958,2.57,Maryland
1959,3.56,Maryland
1960,1.77,Maryland
1961,2.3,Maryland
1962,5.44,Maryland
1963,6.33,Maryland
1964,2.16,Maryland
1965,0.82,Maryland
1966,1.94,Maryland
1967,2.16,Maryland
1968,3.94,Maryland
1969,2.24,Maryland
1970,4.33,Maryland
1971,3.94,Maryland
1972,6.67,Maryland
1973,1.49,Maryland
1974,1.57,Maryland
1975,2.56,Maryland
1976,0.99,Maryland
1977,5.01,Maryland
1978,3.09,Maryland
1979,3.64,Maryland
1980,3.06,Maryland
1981,0.72,Maryland
1982,3.89,Maryland
1983,5.28,Maryland
1984,3.39,Maryland
1985,5.75,Maryland
1986,4.95,Maryland
1987,3.8,Maryland
1988,4.89,Maryland
1989,2.7,Maryland
1990,1.99,Maryland
1991,1.6,Maryland
1992,3.88,Maryland
1993,4.03,Maryland
1994,3.17,Maryland
1995,4.4,Maryland
1996,3.14,Maryland
1997,6.2,Maryland
1998,1.04,Maryland
1999,2.08,Maryland
2000,2.05,Maryland
2001,1.01,Maryland
2002,4.43,Maryland
2003,4.63,Maryland
2004,4.45,Maryland
2005,3.01,Maryland
2006,5.22,Maryland
2007,1.77,Maryland
2008,3.33,Maryland
2009,4.47,Maryland
2010,2.14,Maryland
2011,3.42,Maryland
2012,0.75,Maryland
2013,2.73,Maryland
2014,3.09,Maryland
2015,2.62,Maryland
2016,1,Maryland
2017,1.96,Maryland
2018,6.95,Maryland
2019,1.7,Maryland
2020,4.76,Maryland
2021,0.98,Maryland
2022,2.92,Maryland
1895,6.52,Maine
1896,4.27,Maine
1897,5.33,Maine
1898,5.35,Maine
1899,2.7,Maine
1900,5.43,Maine
1901,2.32,Maine
1902,1.7,Maine
1903,2.31,Maine
1904,1.79,Maine
1905,3.78,Maine
1906,3.51,Maine
1907,4.13,Maine
1908,1.79,Maine
1909,4.42,Maine
1910,2.39,Maine
1911,4,Maine
1912,4.47,Maine
1913,2.19,Maine
1914,2.65,Maine
1915,2.85,Maine
1916,3.07,Maine
1917,1.44,Maine
1918,3.64,Maine
1919,3.97,Maine
1920,3.33,Maine
1921,4.77,Maine
1922,2.16,Maine
1923,3.76,Maine
1924,3.25,Maine
1925,4.59,Maine
1926,5.23,Maine
1927,6.72,Maine
1928,2.5,Maine
1929,2.55,Maine
1930,2.96,Maine
1931,1.36,Maine
1932,4.32,Maine
1933,2.86,Maine
1934,3.49,Maine
1935,4.93,Maine
1936,2.5,Maine
1937,4.46,Maine
1938,2.71,Maine
1939,0.8,Maine
1940,6,Maine
1941,3.27,Maine
1942,3.49,Maine
1943,6.06,Maine
1944,4.14,Maine
1945,4.14,Maine
1946,3.38,Maine
1947,4.13,Maine
1948,5.93,Maine
1949,4.54,Maine
1950,8.33,Maine
1951,6.07,Maine
1952,2.02,Maine
1953,3.9,Maine
1954,4.04,Maine
1955,3.34,Maine
1956,3.11,Maine
1957,5.32,Maine
1958,3.7,Maine
1959,6.57,Maine
1960,3.41,Maine
1961,4.45,Maine
1962,5.39,Maine
1963,8.55,Maine
1964,3.17,Maine
1965,4.58,Maine
1966,5.48,Maine
1967,3.32,Maine
1968,5.55,Maine
1969,7,Maine
1970,2.76,Maine
1971,3.3,Maine
1972,4.65,Maine
1973,3.23,Maine
1974,4.24,Maine
1975,4.76,Maine
1976,2.22,Maine
1977,3.29,Maine
1978,2.1,Maine
1979,3.76,Maine
1980,4.07,Maine
1981,3.04,Maine
1982,4.97,Maine
1983,9.44,Maine
1984,2.76,Maine
1985,4.37,Maine
1986,3.83,Maine
1987,2.74,Maine
1988,5.94,Maine
1989,5.08,Maine
1990,4.28,Maine
1991,3.27,Maine
1992,3.22,Maine
1993,4.04,Maine
1994,4.21,Maine
1995,6.47,Maine
1996,2.05,Maine
1997,3.97,Maine
1998,2.69,Maine
1999,3.49,Maine
2000,2.99,Maine
2001,2.23,Maine
2002,4.21,Maine
2003,4.4,Maine
2004,4.19,Maine
2005,6.27,Maine
2006,4.97,Maine
2007,6.9,Maine
2008,5.34,Maine
2009,4.77,Maine
2010,5.2,Maine
2011,2.49,Maine
2012,1.29,Maine
2013,4.11,Maine
2014,3.5,Maine
2015,2.43,Maine
2016,3.82,Maine
2017,2.77,Maine
2018,6.18,Maine
2019,4.08,Maine
2020,3.83,Maine
2021,3.28,Maine
2022,4.48,Maine
1895,2.98,Michigan
1896,3.9,Michigan
1897,2.63,Michigan
1898,2.36,Michigan
1899,1.05,Michigan
1900,3.38,Michigan
1901,1.29,Michigan
1902,2.87,Michigan
1903,1.9,Michigan
1904,0.46,Michigan
1905,2.19,Michigan
1906,3.55,Michigan
1907,2.22,Michigan
1908,2.42,Michigan
1909,3.52,Michigan
1910,2.02,Michigan
1911,3.68,Michigan
1912,2.65,Michigan
1913,2.06,Michigan
1914,1.96,Michigan
1915,2.59,Michigan
1916,2.21,Michigan
1917,0.82,Michigan
1918,3.04,Michigan
1919,2.98,Michigan
1920,2.47,Michigan
1921,2.51,Michigan
1922,2.32,Michigan
1923,1.17,Michigan
1924,1.89,Michigan
1925,2,Michigan
1926,3.61,Michigan
1927,4.14,Michigan
1928,2.95,Michigan
1929,1.66,Michigan
1930,1.45,Michigan
1931,3.89,Michigan
1932,1.77,Michigan
1933,2.06,Michigan
1934,4.11,Michigan
1935,3.26,Michigan
1936,1.44,Michigan
1937,2.36,Michigan
1938,1.62,Michigan
1939,0.74,Michigan
1940,3.15,Michigan
1941,2.8,Michigan
1942,2.77,Michigan
1943,2.86,Michigan
1944,2.51,Michigan
1945,2.92,Michigan
1946,2.54,Michigan
1947,2.39,Michigan
1948,3.87,Michigan
1949,2.25,Michigan
1950,2.95,Michigan
1951,2.66,Michigan
1952,3.11,Michigan
1953,1.51,Michigan
1954,1.78,Michigan
1955,2.81,Michigan
1956,2.36,Michigan
1957,3.39,Michigan
1958,3.02,Michigan
1959,2.69,Michigan
1960,2.77,Michigan
1961,2.32,Michigan
1962,0.88,Michigan
1963,2.42,Michigan
1964,2.47,Michigan
1965,3.03,Michigan
1966,4.44,Michigan
1967,2.51,Michigan
1968,2.67,Michigan
1969,2.27,Michigan
1970,2.9,Michigan
1971,2.2,Michigan
1972,2.23,Michigan
1973,2.7,Michigan
1974,2.61,Michigan
1975,3.38,Michigan
1976,1.35,Michigan
1977,3.03,Michigan
1978,2.15,Michigan
1979,3.25,Michigan
1980,1.28,Michigan
1981,1.54,Michigan
1982,3.97,Michigan
1983,3.12,Michigan
1984,2.49,Michigan
1985,4.83,Michigan
1986,1.18,Michigan
1987,2.71,Michigan
1988,5.06,Michigan
1989,2.88,Michigan
1990,3.43,Michigan
1991,3.26,Michigan
1992,4.47,Michigan
1993,1.99,Michigan
1994,3.43,Michigan
1995,3.48,Michigan
1996,1.95,Michigan
1997,1.65,Michigan
1998,2.24,Michigan
1999,1.18,Michigan
2000,2.77,Michigan
2001,2.44,Michigan
2002,1.58,Michigan
2003,4.6,Michigan
2004,2.79,Michigan
2005,4.15,Michigan
2006,2.34,Michigan
2007,1.61,Michigan
2008,2.22,Michigan
2009,1.09,Michigan
2010,2.15,Michigan
2011,3.19,Michigan
2012,0.99,Michigan
2013,3.83,Michigan
2014,3.51,Michigan
2015,3.06,Michigan
2016,2.04,Michigan
2017,2.74,Michigan
2018,2.53,Michigan
2019,2.69,Michigan
2020,2.17,Michigan
2021,1.76,Michigan
2022,2.44,Michigan
1895,1.27,Minnesota
1896,2.82,Minnesota
1897,0.55,Minnesota
1898,0.95,Minnesota
1899,0.62,Minnesota
1900,0.68,Minnesota
1901,0.79,Minnesota
1902,1.55,Minnesota
1903,0.49,Minnesota
1904,0.16,Minnesota
1905,2.57,Minnesota
1906,2.1,Minnesota
1907,0.54,Minnesota
1908,1.24,Minnesota
1909,2.46,Minnesota
1910,0.58,Minnesota
1911,1.18,Minnesota
1912,0.33,Minnesota
1913,0.69,Minnesota
1914,0.47,Minnesota
1915,1.82,Minnesota
1916,0.31,Minnesota
1917,0.17,Minnesota
1918,2.12,Minnesota
1919,2.28,Minnesota
1920,1.18,Minnesota
1921,0.82,Minnesota
1922,3.23,Minnesota
1923,0.47,Minnesota
1924,0.46,Minnesota
1925,0.77,Minnesota
1926,1.6,Minnesota
1927,1.2,Minnesota
1928,0.56,Minnesota
1929,0.65,Minnesota
1930,2.32,Minnesota
1931,2.97,Minnesota
1932,1.93,Minnesota
1933,0.95,Minnesota
1934,1.41,Minnesota
1935,1.07,Minnesota
1936,1.01,Minnesota
1937,0.76,Minnesota
1938,1.88,Minnesota
1939,0.08,Minnesota
1940,2.5,Minnesota
1941,0.49,Minnesota
1942,0.55,Minnesota
1943,1.2,Minnesota
1944,1.83,Minnesota
1945,1.15,Minnesota
1946,1.35,Minnesota
1947,2.21,Minnesota
1948,1.66,Minnesota
1949,0.89,Minnesota
1950,1.09,Minnesota
1951,1.14,Minnesota
1952,1.06,Minnesota
1953,1.5,Minnesota
1954,0.62,Minnesota
1955,1.13,Minnesota
1956,1.68,Minnesota
1957,1.47,Minnesota
1958,2.02,Minnesota
1959,0.74,Minnesota
1960,1.15,Minnesota
1961,0.93,Minnesota
1962,0.41,Minnesota
1963,0.87,Minnesota
1964,1,Minnesota
1965,1.86,Minnesota
1966,0.57,Minnesota
1967,0.3,Minnesota
1968,0.52,Minnesota
1969,0.77,Minnesota
1970,2.41,Minnesota
1971,2,Minnesota
1972,0.97,Minnesota
1973,1.69,Minnesota
1974,1.44,Minnesota
1975,2.42,Minnesota
1976,0.14,Minnesota
1977,2.85,Minnesota
1978,1.22,Minnesota
1979,1.14,Minnesota
1980,0.54,Minnesota
1981,0.74,Minnesota
1982,1.97,Minnesota
1983,2.79,Minnesota
1984,0.6,Minnesota
1985,1.75,Minnesota
1986,1.43,Minnesota
1987,1.19,Minnesota
1988,2.1,Minnesota
1989,0.94,Minnesota
1990,0.41,Minnesota
1991,2.66,Minnesota
1992,1.69,Minnesota
1993,1.66,Minnesota
1994,1.46,Minnesota
1995,1.07,Minnesota
1996,3.15,Minnesota
1997,0.99,Minnesota
1998,1.66,Minnesota
1999,0.32,Minnesota
2000,3.39,Minnesota
2001,2.07,Minnesota
2002,0.26,Minnesota
2003,0.96,Minnesota
2004,0.63,Minnesota
2005,2.57,Minnesota
2006,0.86,Minnesota
2007,0.28,Minnesota
2008,1.55,Minnesota
2009,0.75,Minnesota
2010,1.38,Minnesota
2011,0.34,Minnesota
2012,0.87,Minnesota
2013,0.62,Minnesota
2014,0.81,Minnesota
2015,2.68,Minnesota
2016,1.72,Minnesota
2017,0.51,Minnesota
2018,1.05,Minnesota
2019,1.17,Minnesota
2020,1.13,Minnesota
2021,1.21,Minnesota
2022,1.77,Minnesota
1895,3.58,Missouri
1896,2.39,Missouri
1897,2.54,Missouri
1898,2.38,Missouri
1899,2.05,Missouri
1900,2.92,Missouri
1901,1.5,Missouri
1902,3.75,Missouri
1903,1.19,Missouri
1904,0.21,Missouri
1905,1.89,Missouri
1906,3.5,Missouri
1907,2.2,Missouri
1908,3.74,Missouri
1909,4.52,Missouri
1910,0.38,Missouri
1911,2.61,Missouri
1912,1.6,Missouri
1913,2.66,Missouri
1914,0.71,Missouri
1915,2.83,Missouri
1916,2.45,Missouri
1917,1.16,Missouri
1918,3.19,Missouri
1919,3.65,Missouri
1920,1.05,Missouri
1921,2.89,Missouri
1922,3.71,Missouri
1923,2.22,Missouri
1924,1.81,Missouri
1925,3.03,Missouri
1926,3,Missouri
1927,3.77,Missouri
1928,5.02,Missouri
1929,1.34,Missouri
1930,2.84,Missouri
1931,5.58,Missouri
1932,1.87,Missouri
1933,0.97,Missouri
1934,5.55,Missouri
1935,4.28,Missouri
1936,1.86,Missouri
1937,1.86,Missouri
1938,4.29,Missouri
1939,2.6,Missouri
1940,3.4,Missouri
1941,2.32,Missouri
1942,4.13,Missouri
1943,0.9,Missouri
1944,2.38,Missouri
1945,1.29,Missouri
1946,6.06,Missouri
1947,2.54,Missouri
1948,3.53,Missouri
1949,0.43,Missouri
1950,1.52,Missouri
1951,3.69,Missouri
1952,3.51,Missouri
1953,1.02,Missouri
1954,0.84,Missouri
1955,0.93,Missouri
1956,2.28,Missouri
1957,3.62,Missouri
1958,3.79,Missouri
1959,1.49,Missouri
1960,1.93,Missouri
1961,3.92,Missouri
1962,0.98,Missouri
1963,2.58,Missouri
1964,3.3,Missouri
1965,0.99,Missouri
1966,1.83,Missouri
1967,1.54,Missouri
1968,5.33,Missouri
1969,0.79,Missouri
1970,1.63,Missouri
1971,2.37,Missouri
1972,5.76,Missouri
1973,4.54,Missouri
1974,4.2,Missouri
1975,3.11,Missouri
1976,0.58,Missouri
1977,2.96,Missouri
1978,5.19,Missouri
1979,3.41,Missouri
1980,1.36,Missouri
1981,3.05,Missouri
1982,3.57,Missouri
1983,6.94,Missouri
1984,4.24,Missouri
1985,7.66,Missouri
1986,2.02,Missouri
1987,4.44,Missouri
1988,4.97,Missouri
1989,0.52,Missouri
1990,3.13,Missouri
1991,4.29,Missouri
1992,7.72,Missouri
1993,4.41,Missouri
1994,6.43,Missouri
1995,1.67,Missouri
1996,5.15,Missouri
1997,2.39,Missouri
1998,3.21,Missouri
1999,1.14,Missouri
2000,2.88,Missouri
2001,2.55,Missouri
2002,0.84,Missouri
2003,4.08,Missouri
2004,5.71,Missouri
2005,3.13,Missouri
2006,3.5,Missouri
2007,1.16,Missouri
2008,1.61,Missouri
2009,2.27,Missouri
2010,3.08,Missouri
2011,5.72,Missouri
2012,1.57,Missouri
2013,2.44,Missouri
2014,1.72,Missouri
2015,7.9,Missouri
2016,1.49,Missouri
2017,0.91,Missouri
2018,2.73,Missouri
2019,2.87,Missouri
2020,3.04,Missouri
2021,1.04,Missouri
2022,3.19,Missouri
1895,2.98,Mississippi
1896,4.59,Mississippi
1897,2.43,Mississippi
1898,5.44,Mississippi
1899,2.61,Mississippi
1900,2.82,Mississippi
1901,2.43,Mississippi
1902,4.46,Mississippi
1903,1.31,Mississippi
1904,2.85,Mississippi
1905,2.94,Mississippi
1906,4.17,Mississippi
1907,5.41,Mississippi
1908,1.85,Mississippi
1909,1.61,Mississippi
1910,2.22,Mississippi
1911,4.41,Mississippi
1912,1.5,Mississippi
1913,2.43,Mississippi
1914,3.51,Mississippi
1915,4.62,Mississippi
1916,1.85,Mississippi
1917,1.54,Mississippi
1918,4.2,Mississippi
1919,8.43,Mississippi
1920,3.14,Mississippi
1921,2.32,Mississippi
1922,3.58,Mississippi
1923,5.09,Mississippi
1924,0.48,Mississippi
1925,5.19,Mississippi
1926,4.2,Mississippi
1927,4.54,Mississippi
1928,3.16,Mississippi
1929,9.12,Mississippi
1930,6.37,Mississippi
1931,4.49,Mississippi
1932,3.68,Mississippi
1933,1.34,Mississippi
1934,7.6,Mississippi
1935,3.58,Mississippi
1936,2.96,Mississippi
1937,3.85,Mississippi
1938,3.31,Mississippi
1939,1.46,Mississippi
1940,5.52,Mississippi
1941,3.54,Mississippi
1942,1.35,Mississippi
1943,4.01,Mississippi
1944,5.33,Mississippi
1945,3.85,Mississippi
1946,6.91,Mississippi
1947,7.87,Mississippi
1948,14.3,Mississippi
1949,0.43,Mississippi
1950,2.92,Mississippi
1951,3.28,Mississippi
1952,3.8,Mississippi
1953,2.54,Mississippi
1954,2.92,Mississippi
1955,3.42,Mississippi
1956,2.09,Mississippi
1957,10.08,Mississippi
1958,3.36,Mississippi
1959,3.14,Mississippi
1960,2.37,Mississippi
1961,9.44,Mississippi
1962,2.87,Mississippi
1963,3.77,Mississippi
1964,4.81,Mississippi
1965,1.92,Mississippi
1966,2.53,Mississippi
1967,1.87,Mississippi
1968,5.47,Mississippi
1969,3.35,Mississippi
1970,2.33,Mississippi
1971,2.19,Mississippi
1972,6.32,Mississippi
1973,7.79,Mississippi
1974,4.81,Mississippi
1975,4.37,Mississippi
1976,3.65,Mississippi
1977,8.71,Mississippi
1978,3.85,Mississippi
1979,7.42,Mississippi
1980,4.53,Mississippi
1981,1.63,Mississippi
1982,6.26,Mississippi
1983,7.25,Mississippi
1984,5.31,Mississippi
1985,1.98,Mississippi
1986,9.9,Mississippi
1987,5.8,Mississippi
1988,5.6,Mississippi
1989,6.04,Mississippi
1990,3.87,Mississippi
1991,3.56,Mississippi
1992,7.38,Mississippi
1993,4.84,Mississippi
1994,3.69,Mississippi
1995,4.87,Mississippi
1996,4.34,Mississippi
1997,4.27,Mississippi
1998,3.78,Mississippi
1999,1.99,Mississippi
2000,9.17,Mississippi
2001,6.59,Mississippi
2002,4.32,Mississippi
2003,5.27,Mississippi
2004,8.29,Mississippi
2005,2.93,Mississippi
2006,3.53,Mississippi
2007,2.22,Mississippi
2008,3.26,Mississippi
2009,2,Mississippi
2010,5.58,Mississippi
2011,4.1,Mississippi
2012,2.18,Mississippi
2013,5.25,Mississippi
2014,3.17,Mississippi
2015,7.45,Mississippi
2016,3.29,Mississippi
2017,1.32,Mississippi
2018,6.52,Mississippi
2019,2.71,Mississippi
2020,2.84,Mississippi
2021,1.26,Mississippi
2022,5.57,Mississippi
1895,1.59,Montana
1896,3.74,Montana
1897,3.88,Montana
1898,1.4,Montana
1899,0.91,Montana
1900,1.52,Montana
1901,0.74,Montana
1902,2.11,Montana
1903,1.95,Montana
1904,0.24,Montana
1905,1.3,Montana
1906,2.26,Montana
1907,0.44,Montana
1908,0.34,Montana
1909,2.16,Montana
1910,2.23,Montana
1911,1.75,Montana
1912,0.89,Montana
1913,1.1,Montana
1914,0.81,Montana
1915,1.47,Montana
1916,1,Montana
1917,0.34,Montana
1918,1.06,Montana
1919,1.44,Montana
1920,0.61,Montana
1921,2.39,Montana
1922,1.33,Montana
1923,0.85,Montana
1924,1.62,Montana
1925,0.5,Montana
1926,2.22,Montana
1927,3.56,Montana
1928,0.52,Montana
1929,0.95,Montana
1930,1.37,Montana
1931,1.43,Montana
1932,1.44,Montana
1933,1.01,Montana
1934,0.7,Montana
1935,0.74,Montana
1936,0.49,Montana
1937,1.1,Montana
1938,1.36,Montana
1939,0.26,Montana
1940,1.49,Montana
1941,1.8,Montana
1942,2.18,Montana
1943,0.72,Montana
1944,1.17,Montana
1945,1.29,Montana
1946,1.98,Montana
1947,1.68,Montana
1948,1.57,Montana
1949,0.91,Montana
1950,1.6,Montana
1951,0.86,Montana
1952,0.8,Montana
1953,0.9,Montana
1954,0.5,Montana
1955,2.14,Montana
1956,0.78,Montana
1957,0.93,Montana
1958,2.64,Montana
1959,2.14,Montana
1960,1.35,Montana
1961,1.26,Montana
1962,1.63,Montana
1963,0.84,Montana
1964,1.45,Montana
1965,1.09,Montana
1966,1.74,Montana
1967,1.02,Montana
1968,1.38,Montana
1969,0.53,Montana
1970,1.51,Montana
1971,0.93,Montana
1972,0.52,Montana
1973,2.08,Montana
1974,0.99,Montana
1975,1.52,Montana
1976,0.74,Montana
1977,1.49,Montana
1978,1.76,Montana
1979,0.52,Montana
1980,0.98,Montana
1981,1.08,Montana
1982,0.89,Montana
1983,1.54,Montana
1984,1.16,Montana
1985,1.6,Montana
1986,1.78,Montana
1987,0.48,Montana
1988,1.36,Montana
1989,1.75,Montana
1990,1.5,Montana
1991,1.6,Montana
1992,1.18,Montana
1993,0.86,Montana
1994,1.29,Montana
1995,2,Montana
1996,1.96,Montana
1997,0.75,Montana
1998,1.92,Montana
1999,1.19,Montana
2000,0.98,Montana
2001,0.71,Montana
2002,0.66,Montana
2003,1.15,Montana
2004,0.6,Montana
2005,1.66,Montana
2006,1.71,Montana
2007,0.92,Montana
2008,1.37,Montana
2009,0.56,Montana
2010,1.92,Montana
2011,1.08,Montana
2012,1.45,Montana
2013,0.91,Montana
2014,1.98,Montana
2015,1.34,Montana
2016,0.65,Montana
2017,1.7,Montana
2018,1.44,Montana
2019,1.12,Montana
2020,1.23,Montana
2021,0.99,Montana
2022,1.35,Montana
1895,2.95,North Carolina
1896,4.7,North Carolina
1897,2.76,North Carolina
1898,3.48,North Carolina
1899,1.54,North Carolina
1900,4.17,North Carolina
1901,1.38,North Carolina
1902,3.99,North Carolina
1903,1.78,North Carolina
1904,3.46,North Carolina
1905,0.85,North Carolina
1906,1.64,North Carolina
1907,4.83,North Carolina
1908,1.77,North Carolina
1909,0.77,North Carolina
1910,0.83,North Carolina
1911,4.07,North Carolina
1912,2.54,North Carolina
1913,1.75,North Carolina
1914,3.52,North Carolina
1915,2.24,North Carolina
1916,1.41,North Carolina
1917,0.97,North Carolina
1918,2.43,North Carolina
1919,1.1,North Carolina
1920,4.89,North Carolina
1921,3.14,North Carolina
1922,0.66,North Carolina
1923,3,North Carolina
1924,1.44,North Carolina
1925,3.27,North Carolina
1926,4.03,North Carolina
1927,2.47,North Carolina
1928,1.47,North Carolina
1929,4.45,North Carolina
1930,3.22,North Carolina
1931,0.75,North Carolina
1932,5.17,North Carolina
1933,1.01,North Carolina
1934,4.91,North Carolina
1935,3.78,North Carolina
1936,2.32,North Carolina
1937,3.06,North Carolina
1938,3.76,North Carolina
1939,2.05,North Carolina
1940,4.2,North Carolina
1941,1.17,North Carolina
1942,1.69,North Carolina
1943,1.56,North Carolina
1944,3.39,North Carolina
1945,2.91,North Carolina
1946,2.89,North Carolina
1947,6.57,North Carolina
1948,8.62,North Carolina
1949,2.91,North Carolina
1950,1.5,North Carolina
1951,3.69,North Carolina
1952,4.13,North Carolina
1953,2.39,North Carolina
1954,2.82,North Carolina
1955,2.39,North Carolina
1956,1.67,North Carolina
1957,7.04,North Carolina
1958,1.71,North Carolina
1959,2.64,North Carolina
1960,1.48,North Carolina
1961,2.82,North Carolina
1962,5.79,North Carolina
1963,5.39,North Carolina
1964,2.12,North Carolina
1965,1.66,North Carolina
1966,2.06,North Carolina
1967,2.62,North Carolina
1968,3.93,North Carolina
1969,3.02,North Carolina
1970,2.37,North Carolina
1971,2.52,North Carolina
1972,5.53,North Carolina
1973,1.64,North Carolina
1974,2.49,North Carolina
1975,2.73,North Carolina
1976,2.64,North Carolina
1977,5,North Carolina
1978,3.98,North Carolina
1979,5.47,North Carolina
1980,2.73,North Carolina
1981,1.03,North Carolina
1982,3.29,North Carolina
1983,4.5,North Carolina
1984,2.07,North Carolina
1985,6.95,North Carolina
1986,3.96,North Carolina
1987,3.5,North Carolina
1988,3.8,North Carolina
1989,3.39,North Carolina
1990,2.19,North Carolina
1991,2.12,North Carolina
1992,6.35,North Carolina
1993,2.9,North Carolina
1994,3.01,North Carolina
1995,4.18,North Carolina
1996,3.54,North Carolina
1997,3.77,North Carolina
1998,2.1,North Carolina
1999,2.37,North Carolina
2000,3.14,North Carolina
2001,1.15,North Carolina
2002,4.51,North Carolina
2003,2.79,North Carolina
2004,4,North Carolina
2005,3.71,North Carolina
2006,6.75,North Carolina
2007,0.91,North Carolina
2008,3.49,North Carolina
2009,6.89,North Carolina
2010,1.59,North Carolina
2011,4.33,North Carolina
2012,0.93,North Carolina
2013,3.53,North Carolina
2014,3.77,North Carolina
2015,7.2,North Carolina
2016,1.11,North Carolina
2017,1.3,North Carolina
2018,6.33,North Carolina
2019,3.34,North Carolina
2020,6.15,North Carolina
2021,0.91,North Carolina
2022,4.14,North Carolina
1895,1.11,North Dakota
1896,2.29,North Dakota
1897,0.44,North Dakota
1898,0.33,North Dakota
1899,0.29,North Dakota
1900,0.58,North Dakota
1901,0.25,North Dakota
1902,0.34,North Dakota
1903,0.34,North Dakota
1904,0.1,North Dakota
1905,1.41,North Dakota
1906,1.33,North Dakota
1907,0.08,North Dakota
1908,0.78,North Dakota
1909,0.53,North Dakota
1910,0.43,North Dakota
1911,0.68,North Dakota
1912,0.06,North Dakota
1913,0.23,North Dakota
1914,0.32,North Dakota
1915,0.84,North Dakota
1916,0.24,North Dakota
1917,0.13,North Dakota
1918,1,North Dakota
1919,1.15,North Dakota
1920,0.39,North Dakota
1921,0.7,North Dakota
1922,2.29,North Dakota
1923,0.47,North Dakota
1924,0.2,North Dakota
1925,0.24,North Dakota
1926,0.67,North Dakota
1927,0.75,North Dakota
1928,0.53,North Dakota
1929,0.62,North Dakota
1930,0.92,North Dakota
1931,0.63,North Dakota
1932,0.48,North Dakota
1933,0.69,North Dakota
1934,0.27,North Dakota
1935,0.74,North Dakota
1936,0.35,North Dakota
1937,0.4,North Dakota
1938,0.87,North Dakota
1939,0.03,North Dakota
1940,0.63,North Dakota
1941,0.39,North Dakota
1942,0.16,North Dakota
1943,0.44,North Dakota
1944,2.23,North Dakota
1945,0.51,North Dakota
1946,0.34,North Dakota
1947,1.04,North Dakota
1948,1.09,North Dakota
1949,0.31,North Dakota
1950,0.49,North Dakota
1951,0.28,North Dakota
1952,0.46,North Dakota
1953,0.37,North Dakota
1954,0.21,North Dakota
1955,0.91,North Dakota
1956,1.34,North Dakota
1957,0.62,North Dakota
1958,1.47,North Dakota
1959,0.88,North Dakota
1960,0.38,North Dakota
1961,0.07,North Dakota
1962,0.49,North Dakota
1963,0.1,North Dakota
1964,0.6,North Dakota
1965,0.44,North Dakota
1966,0.32,North Dakota
1967,0.19,North Dakota
1968,0.47,North Dakota
1969,0.07,North Dakota
1970,0.98,North Dakota
1971,0.41,North Dakota
1972,0.14,North Dakota
1973,0.68,North Dakota
1974,0.58,North Dakota
1975,0.53,North Dakota
1976,0.13,North Dakota
1977,1.43,North Dakota
1978,0.96,North Dakota
1979,0.25,North Dakota
1980,0.42,North Dakota
1981,0.61,North Dakota
1982,0.47,North Dakota
1983,0.64,North Dakota
1984,0.45,North Dakota
1985,1.03,North Dakota
1986,1.41,North Dakota
1987,0.19,North Dakota
1988,0.67,North Dakota
1989,0.58,North Dakota
1990,0.08,North Dakota
1991,0.48,North Dakota
1992,1.07,North Dakota
1993,1.03,North Dakota
1994,1.03,North Dakota
1995,0.81,North Dakota
1996,1.43,North Dakota
1997,0.34,North Dakota
1998,1.22,North Dakota
1999,0.05,North Dakota
2000,2.33,North Dakota
2001,0.24,North Dakota
2002,0.13,North Dakota
2003,0.47,North Dakota
2004,0.12,North Dakota
2005,1.15,North Dakota
2006,0.17,North Dakota
2007,0.17,North Dakota
2008,1.44,North Dakota
2009,0.07,North Dakota
2010,0.63,North Dakota
2011,0.16,North Dakota
2012,0.68,North Dakota
2013,0.21,North Dakota
2014,0.46,North Dakota
2015,0.49,North Dakota
2016,0.91,North Dakota
2017,0.31,North Dakota
2018,0.76,North Dakota
2019,0.61,North Dakota
2020,0.11,North Dakota
2021,0.45,North Dakota
2022,0.71,North Dakota
1895,0.86,Nebraska
1896,1.11,Nebraska
1897,0.49,Nebraska
1898,0.59,Nebraska
1899,0.84,Nebraska
1900,0.14,Nebraska
1901,0.44,Nebraska
1902,0.41,Nebraska
1903,0.7,Nebraska
1904,0.09,Nebraska
1905,1.36,Nebraska
1906,0.68,Nebraska
1907,0.24,Nebraska
1908,0.67,Nebraska
1909,2.55,Nebraska
1910,0.15,Nebraska
1911,0.26,Nebraska
1912,0.5,Nebraska
1913,0.67,Nebraska
1914,0.01,Nebraska
1915,0.54,Nebraska
1916,0.6,Nebraska
1917,0.49,Nebraska
1918,1.09,Nebraska
1919,2.54,Nebraska
1920,1.09,Nebraska
1921,0.34,Nebraska
1922,2.53,Nebraska
1923,0.38,Nebraska
1924,0.28,Nebraska
